ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),OUT
-0.611,8.579,1.152,0.069,9.779,0.737,-0.998,-0.985,0.867,-0.518,0.21,0.368,2,37.6,-21.4,-8,275.4,-86.4,-4.6,3,0
0.824,7.707,0.215,0.179,9.735,1.169,0.769,-2.04,-0.857,-0.027,0.58,0.108,2,37,-22,-7.9,269.8,-83.1,-8.4,3,0
1.765,8.828,0.417,0.357,9.717,1.276,1.427,-0.855,-1.037,-0.2,0.1,0.106,4,36.7,-22.7,-7.3,263.1,-82.4,-13.1,3,0
0.35,10.971,1.472,0.452,9.724,1.189,0.048,0.73,0.666,0.337,-0.304,-0.239,4,36.4,-23.7,-7.4,255.5,-82.5,-20.8,3,0
0.5,12.687,0.311,0.453,9.757,0.875,-0.108,2.722,-0.374,-0.088,-0.691,0.067,4,36.7,-22.8,-7.9,253.4,-84.2,-25.4,3,0
0.505,10.492,4.365,0.56,9.74,0.992,-0.098,0.775,3.454,0.299,-0.611,-0.048,4,36.2,-23.5,-8.8,253.1,-83.5,-27.2,3,0
-0.929,9.613,2.622,0.465,9.752,0.925,-1.351,-0.05,1.627,0.079,0.158,-0.01,4,36,-23.6,-10.6,255.5,-83.9,-27.8,3,0
-0.524,6.998,0.481,0.451,9.737,1.08,-0.923,-2.709,-0.082,0.259,-0.112,0.052,3,35.4,-23.6,-10.8,259,-83.4,-23.9,3,0
-0.23,7.88,-0.093,0.455,9.751,0.942,-0.795,-2.065,-1.253,-0.08,0.6,0.108,3,35.6,-24.2,-10.3,257.5,-84,-25.8,3,0
0.68,9.975,-0.158,0.457,9.746,0.987,0.192,-0.001,-0.995,-0.078,0.749,-0.018,3,35.4,-25.1,-8.2,255,-83.5,-25.2,3,0
-0.175,13.032,0.879,0.24,9.749,1.037,-0.226,3.475,-0.675,0.147,0.607,-0.059,3,36.3,-24.4,-5.3,258.7,-83.3,-16.5,3,0
-1.188,10.973,2.847,0.344,9.701,1.391,-1.532,1.272,1.455,-0.321,1.414,0.134,4,35.8,-25,-3.1,257.6,-82.9,-13.9,3,0
-1.441,7.844,0.259,0.209,9.688,1.506,-1.667,-1.832,-1.224,-0.512,0.656,0.322,4,35.4,-26.4,0.5,254.5,-81.5,-9.6,3,0
-0.781,7.923,2.452,-0.031,9.599,2.007,-0.803,-1.506,0.309,-0.175,0.758,-0.031,5,34,-26.6,2.5,255.6,-78.4,-0.6,3,0
-1.243,9.16,1.666,-0.164,9.567,2.148,-1.098,-0.411,-0.515,-0.127,0.445,0.277,2,33.9,-27.3,5,256.6,-77.4,4.5,3,0
-1.044,9.958,0.637,-0.112,9.584,2.075,-1.219,0.307,-1.531,-0.029,0.423,0.461,2,32.9,-28.6,6.5,255.9,-77.3,3.8,3,0
-0.68,12.584,1.061,-0.158,9.659,1.687,-0.584,2.726,-0.394,0.568,0.543,0.063,2,31.2,-29.7,7.8,250.3,-79.3,4,3,0
0.464,12.433,1.635,-0.214,9.706,1.382,1.068,2.531,0.002,0.423,0.734,-0.333,2,30.9,-29.6,10.5,249.2,-81.6,5.8,3,0
2.998,9.144,1.281,-0.296,9.718,1.28,3.261,-0.601,0.085,-0.324,-0.728,-0.04,4,30.5,-28.1,13.6,260.5,-83,19.8,3,0
1.183,9.453,3.129,0.065,9.676,1.594,1.564,0.018,1.032,-0.242,0.665,0.061,4,31,-27.2,11.3,247.4,-81.3,5.1,3,0
1.07,6.723,0.374,0.489,9.617,1.855,0.61,-2.988,-1.62,-0.254,-0.424,0.271,4,30.2,-28.5,12.4,228.6,-79.1,-13,3,0
1.178,8.811,0.036,0.452,9.611,1.894,0.884,-1.231,-1.987,0.001,0.258,-0.189,4,30.4,-29,11.3,225.2,-78.3,-15.8,3,0
0.958,10.995,2.478,0.44,9.616,1.876,0.616,1.101,0.595,0.212,0.141,-0.062,4,30.4,-29.5,12.4,227.9,-78.6,-12.9,3,0
1.286,12.347,0.35,0.34,9.715,1.292,0.934,2.678,-0.882,0.618,0.044,-0.012,4,29.9,-28.1,14.1,226,-80.2,-13.4,3,0
0.955,11.378,0.498,0.399,9.754,0.935,0.556,1.624,-0.437,0.07,-0.034,0.323,5,29.8,-27.3,15.6,216.2,-84,-23.1,3,0
0.28,7.872,3.407,0.61,9.709,1.236,0.381,-0.855,1.149,-0.446,-0.049,-0.088,2,30.1,-27.8,15.6,211.9,-82.3,-26.9,3,0
0.927,6.378,0.108,0.546,9.665,1.567,0.381,-3.287,-1.459,-0.128,-0.24,0.005,2,29.9,-28.8,13.1,220.5,-80.4,-19.4,3,0
1.42,8.38,0.869,0.669,9.631,1.724,0.775,-1.507,-1.09,-0.174,-0.308,0.048,2,30,-29,12.8,220.1,-79.4,-20.9,3,0
0.948,13.389,3.137,0.718,9.645,1.622,0.261,3.552,1.359,0.241,-0.404,0.006,2,30.6,-29.3,12.2,219.6,-79.6,-23.9,3,0
2.021,13.525,1.573,0.862,9.649,1.522,1.082,3.78,0.2,-0.176,-0.406,0.007,3,30.8,-29,10.4,217.9,-79.9,-29.1,3,0
3.271,9.704,0.639,0.892,9.631,1.619,2.678,-0.214,-0.472,-0.238,-1.299,-0.743,3,32.1,-29.5,7.4,218.7,-79.4,-31,3,0
0.108,8.291,3.043,0.739,9.604,1.838,-0.23,-0.961,1.102,-0.141,-0.854,-0.424,3,33.5,-27.4,4.4,232.8,-78.6,-23.4,3,0
1.599,6.548,0.682,0.712,9.641,1.649,0.761,-3.114,-0.899,0.336,-1.005,-0.105,3,35.3,-26,0.1,239.7,-79.1,-22.1,3,0
1.286,10.142,1.693,0.699,9.695,1.3,0.671,0.335,0.354,0.27,-0.503,-0.131,6,35.3,-25.9,-2.7,242.2,-81,-27,3,0
1.839,12.941,1.209,0.882,9.678,1.315,0.815,3.005,0.298,-0.276,-1.182,0.054,5,35.3,-25.8,-4.3,236.9,-81,-32.7,3,0
-0.129,11.212,5.888,0.829,9.667,1.423,-0.958,1.545,4.465,0.517,-0.214,-0.297,5,35.5,-24.7,-8.1,246.5,-80,-30.1,3,0
1.444,7.439,1.166,0.833,9.68,1.334,0.29,-1.427,-0.096,-0.454,-0.688,0.231,5,34.9,-26,-9.4,247.4,-81.4,-31.5,3,0
1.063,6.85,1.082,0.935,9.628,1.613,0.094,-2.792,-0.517,-0.143,-0.34,-0.064,5,35.3,-25.3,-12,250.8,-79.3,-31.5,3,0
1.154,8.835,0.723,0.984,9.584,1.831,0.17,-0.749,-1.108,-0.022,-0.245,-0.097,4,34.1,-25,-15.1,257.5,-77.9,-28.5,3,0
1.338,12.046,1.712,0.897,9.624,1.655,0.436,2.338,0.076,0.207,-0.69,-0.187,4,33.5,-23.5,-16.4,259.9,-78.7,-28.2,3,0
1.81,13.683,0.503,0.854,9.688,1.259,0.956,3.995,-0.756,0.019,-0.861,-0.082,3,32.9,-24.6,-17.3,260.7,-80.4,-31.9,3,0
3.046,9.919,2.866,1.017,9.68,1.193,2.016,0.11,2.152,0.269,-1.425,-0.269,3,31.7,-24,-20.1,258.5,-80.3,-37.5,3,0
1.604,7.942,2.064,1.137,9.666,1.203,0.467,-1.724,0.861,-0.07,-0.959,-0.073,2,29.3,-23.9,-23.8,259,-81,-41.6,3,0
0.651,6.053,1.219,1.22,9.673,1.054,-0.569,-3.62,0.164,0.075,-1.134,-0.104,2,27.9,-24.3,-26.5,261.4,-80.2,-45.5,3,0
0.79,8.579,-0.814,1.146,9.719,0.635,-0.356,-1.14,-1.449,0.138,-0.761,0.009,2,24.2,-24.4,-27.7,257.1,-81.5,-53.8,3,0
0.374,11.653,1.717,1.176,9.722,0.519,-0.807,1.835,1.09,-0.059,-0.251,0.03,2,22,-24.5,-30.4,251.5,-82.4,-65.6,3,0
0.819,12.781,0.007,1.256,9.674,0.999,-0.437,3.106,-0.991,-0.609,-0.553,-0.155,2,20.9,-23.8,-32.2,269.2,-80.6,-51.5,3,0
-0.479,9.793,3.524,1.184,9.672,1.101,-1.663,0.12,2.423,-0.194,-0.046,0.297,2,20.8,-23.2,-33.2,276.7,-80.8,-46.5,3,0
0.4,6.299,0.544,1.258,9.605,1.526,-0.858,-3.306,-0.982,0.02,0.317,0.185,2,20,-22.9,-33.4,280.8,-78.9,-41.4,3,0
0.713,8.222,-0.144,1.302,9.6,1.521,-0.61,-1.404,-1.672,-0.117,0.244,0.219,2,21.3,-22.6,-32.5,280.2,-78.4,-40.3,3,0
0.802,10.892,4.089,1.414,9.558,1.676,-0.717,1.3,2.344,0.085,0.198,0.232,2,21.5,-22.3,-32,277.6,-77.3,-40.1,3,0
2.315,11.912,0.709,1.431,9.605,1.362,0.956,2.414,-0.278,0.659,-0.121,-0.288,2,21.4,-24.1,-31.7,276.5,-77.2,-42.1,3,0
1.405,11.464,3.302,1.105,9.688,1.041,0.339,1.687,2.356,-0.053,0.348,0.051,1,22.1,-24.2,-31.1,271.2,-81.1,-47.7,3,0
2.002,9.721,1.475,1.012,9.683,1.18,0.99,0.038,0.294,-0.004,0.238,-0.402,1,22,-24.1,-31.3,276.1,-80.9,-42.7,3,0
-0.302,7.659,0.438,0.819,9.697,1.209,-1.121,-2.038,-0.771,-0.107,-0.304,-0.042,2,23.2,-22.8,-31.5,282.3,-81.3,-35.9,3,0
0.907,7.772,0.419,0.905,9.697,1.149,-0.007,-2.37,-0.627,0.384,-0.175,-0.088,2,22.3,-22.7,-31.7,283.3,-81.2,-36.9,3,0
1.628,10.25,0.457,0.948,9.73,0.778,0.68,0.52,-0.321,0.049,0.01,0.091,1,21.4,-24,-32,275.1,-82.8,-47.2,3,0
1.408,12.398,0.718,0.945,9.731,0.767,0.403,2.748,-0.056,-0.155,-0.263,-0.217,1,22.7,-24.4,-31,266.6,-82.8,-52.3,3,0
-1.195,11.83,2.337,0.802,9.721,1.013,-1.997,2.109,1.324,-0.09,-0.268,0.183,2,21.5,-23.5,-31.7,283.6,-82.5,-38.5,3,0
0.448,8.691,3.127,1.02,9.663,1.328,-0.573,-0.971,1.799,0.009,1.054,0.211,2,20.9,-22.8,-32.6,283.3,-80.4,-38.5,3,0
0.706,7.101,-0.615,1.038,9.613,1.64,-0.331,-2.511,-2.255,0.169,0.373,0.047,1,22.7,-22.3,-32.3,286,-78.6,-31.9,3,0
0.802,8.694,1.044,1.061,9.646,1.415,-0.259,-0.952,-0.372,0.32,0.542,0.23,2,24,-23.2,-30.1,280.2,-79.3,-34.6,3,0
2.054,10.511,0.955,1.321,9.652,1.12,0.733,0.796,-0.148,0.161,-0.093,0.254,2,24.1,-25.1,-29.5,269.3,-80,-44.7,3,0
0.587,12.848,0.836,1.224,9.688,0.907,-0.539,2.997,-0.064,0.025,-0.078,-0.523,2,24.5,-25.9,-28.2,258.6,-80.3,-54.5,3,0
0.443,11.394,2.306,0.809,9.742,0.781,-0.395,1.707,1.596,0.493,0.18,-0.118,2,25.9,-25.6,-26.9,267.9,-82.3,-43.8,3,0
0.773,7.025,1.334,1.014,9.706,0.965,-0.346,-1.92,0.064,-0.284,0.297,0.406,2,25.4,-24.9,-27.1,262.3,-83.4,-48.3,3,0
0.024,7.93,-0.079,0.991,9.708,0.968,-0.85,-1.948,-1.102,0.124,0.385,-0.126,2,25,-25.3,-27.1,265.3,-81.7,-46.2,3,0
0.544,9.414,0.122,0.984,9.714,0.915,-0.58,-0.393,-0.8,-0.013,0.199,0.201,3,27.4,-25.8,-25.3,261,-82.2,-46.3,3,0
0.062,11.253,1.087,0.965,9.74,0.614,-0.812,1.312,0.645,0.744,0.548,-0.138,3,27.5,-25.9,-23.6,253.2,-82.7,-53.6,3,0
1.882,11.495,-1.425,0.852,9.769,0.119,0.965,1.697,-1.536,-0.109,0.37,0.02,3,28.1,-27,-20.7,222.5,-85,-81.9,3,0
-1.132,9.852,3.479,0.75,9.766,0.49,-1.861,0.192,2.883,-0.057,1.973,-0.042,2,30.5,-26.7,-18.8,230.1,-84.8,-69.5,3,0
0.029,8.279,-0.8,0.452,9.736,1.087,-0.378,-1.435,-2.109,-0.643,0.081,0.028,2,31.9,-26.6,-14.9,262,-84.1,-28.7,3,0
1.437,8.16,-0.053,0.466,9.693,1.411,0.752,-1.694,-1.47,-0.332,0.804,0.188,2,32.8,-25.4,-14.5,269.7,-81.8,-18.8,3,0
1.429,9.79,1.844,0.671,9.64,1.67,0.758,0.15,0.173,-0.14,0.816,0.067,2,32.8,-26.2,-13.8,266,-80,-19.7,3,0
1.645,12.611,1.183,0.669,9.648,1.626,1.026,2.757,-0.812,-0.352,-0.038,0.055,2,33.5,-26.5,-11.7,260,-79.9,-22.3,3,0
0.431,11.516,3.204,0.573,9.624,1.795,0.069,1.641,1.677,0.104,0.533,-0.06,2,33.8,-26.6,-12,262.5,-78.8,-18.7,3,0
1.64,10.082,3.747,0.555,9.598,1.935,1.358,0.832,1.671,-0.269,-0.515,-0.225,2,34.3,-25,-11.9,263.5,-78.4,-16.4,3,0
-0.836,7.044,2.356,0.243,9.637,1.799,-1.081,-2.584,0.592,0.565,0.128,-0.45,2,34.9,-24,-13,272.8,-78.9,-10.3,3,0
0.656,6.795,-0.129,0.088,9.678,1.581,0.568,-2.883,-1.71,-0.072,-0.775,-0.133,2,35.2,-24.3,-11.5,278.5,-80.7,-2.7,3,0
0.594,10.286,0.273,-0.076,9.68,1.567,0.626,0.395,-1.689,0.004,0.347,-0.101,2,35,-23.2,-13.3,287.7,-80.6,1.6,3,0
-0.089,13.607,2.351,-0.147,9.669,1.633,-0.1,3.744,0.944,-0.342,0.037,0.111,2,35.6,-22.1,-13.4,289.5,-80.4,5.1,3,0
-2.097,10.762,7.2,-0.048,9.538,2.28,-1.821,1.692,4.875,0.3,0.477,-0.071,2,35.3,-22.4,-14.8,285.2,-78.2,0.9,3,0
-0.967,7.573,2.014,0.12,9.54,2.267,-0.877,-2.269,-0.39,-0.372,-0.631,0.644,2,35.7,-22.4,-13.3,281.3,-77.3,-1,3,0
0.742,6.278,0.747,0.429,9.425,2.676,0.421,-3.358,-2.022,-0.061,0.139,-0.186,2,34.2,-23.8,-16.6,277,-74.3,-9.2,3,0
-1.279,9.57,1.314,0.087,9.466,2.559,-1.442,-0.021,-1.372,-0.083,0.345,0.084,2,34.7,-22.7,-16.7,284.4,-74.7,-2.9,3,0
0.266,11.421,2.691,0.019,9.441,2.654,0.285,2.181,0.03,0.052,-0.096,-0.205,2,34.5,-22.8,-16.5,285.5,-74.3,-1.1,3,0
1.221,12.893,3.555,-0.05,9.453,2.608,1.28,3.49,0.895,-0.423,-0.24,0.125,2,35.6,-22.7,-15.7,286.2,-74.8,1.5,3,0
2.521,9.606,3.165,0.07,9.459,2.587,2.018,-0.346,1.634,-0.073,-1.272,-0.061,0,35.5,-22.9,-15.9,284.2,-74.5,-0.6,3,0
0.754,7.178,4.006,0.456,9.379,2.829,0.837,-1.633,1.143,0.196,0.042,-0.32,0,33.7,-22.7,-19.1,280.5,-73.3,-8.2,3,0
-1.528,6.912,1.228,0.113,9.547,2.24,-1.602,-2.68,-1.026,0.795,0.588,0.018,0,35.2,-21.4,-18.4,286.5,-76.3,-3.1,3,0
-0.496,8.583,0.041,0.168,9.527,2.319,-0.663,-0.943,-2.279,-0.313,-0.202,0.07,2,34.9,-22.7,-18.2,285.7,-76.9,-3.6,3,0
-1.238,13.034,4.796,-0.077,9.544,2.252,-1.166,3.493,2.62,0.109,0.673,-0.076,2,34.3,-22,-17.8,290.6,-76.7,-0.6,3,0
0.292,12.939,1.472,-0.103,9.611,1.948,0.395,3.328,-0.476,0.152,0.234,0.061,2,35.9,-21.9,-16,291,-77.8,3.2,3,0
0.481,9.283,1.353,-0.094,9.669,1.636,0.616,-0.307,-0.168,0.402,-0.186,-0.016,2,37.1,-22.7,-14.9,289.8,-80,3.5,3,0
-0.721,6.318,0.74,-0.042,9.674,1.607,-0.679,-3.355,-0.867,-0.07,-0.127,0.102,0,35.7,-23.3,-13.7,288,-80.6,2.3,3,0
0.378,7.518,-0.546,0.183,9.607,1.96,0.228,-2.269,-2.552,-0.469,-0.226,0.062,0,36.2,-22.6,-14.7,281.1,-79,-4.8,3,0
-0.864,9.948,2.471,0.194,9.564,2.161,-1.058,0.385,0.31,-0.116,0.593,0.112,2,35.9,-23,-16.7,282.5,-77.2,-5.1,3,0
-0.558,12.108,3.125,0.321,9.583,2.057,-0.742,2.589,0.874,0.573,0.011,0.139,2,35.3,-23.4,-14.9,277.1,-76.9,-6.4,3,0
0.831,10.822,4.073,0.493,9.581,2.034,0.108,1.366,1.708,-0.038,0.175,0.164,2,34.6,-24.7,-15.8,273.8,-78.1,-12.9,3,0
1.3,10.353,2.392,0.52,9.581,2.025,1.19,0.997,-0.062,-0.057,0.129,-0.216,2,34.7,-25.4,-15.8,270.5,-77.7,-14.9,3,0
-0.919,6.716,1.097,0.165,9.682,1.55,-1.134,-2.822,-0.293,0.913,0.568,-0.382,2,35.4,-24.8,-13.9,276.2,-79.9,-8.8,3,0
-0.804,7.504,-1.013,-0.249,9.787,0.565,-0.556,-2.284,-1.577,0.304,-0.147,-0.15,1,37.4,-23.6,-8.4,297.7,-85.6,14.1,3,0
0.656,10.868,0.601,0.174,9.772,0.806,0.482,1.108,-0.083,-0.273,-0.239,0.524,1,37,-24.8,-10.7,279,-85.4,-4.6,3,0
1.82,14.133,0.098,0.238,9.795,0.406,1.708,4.269,-0.43,0.383,0.388,-0.358,2,36,-25,-9.8,251.9,-86.4,-31.4,3,0
-2.454,11.595,2.734,-0.021,9.796,-0.46,-2.433,1.8,3.194,0.909,-0.498,0.137,2,36.9,-24.6,-4.6,89.6,-89.2,169.9,3,0
-1.633,7.015,-0.596,0.127,9.801,-0.308,-1.736,-2.666,-0.257,-0.253,0.364,0.255,2,36.7,-26,-5.6,119.2,-87.7,-161.4,3,0
1.013,6.189,-2.492,0.386,9.796,0.259,0.682,-3.503,-2.706,-0.881,-0.373,0.316,2,35.6,-26.7,-6.9,195,-88.4,-85.7,3,0
1.384,9.256,0.836,0.704,9.738,0.917,0.709,-0.688,-0.249,-0.474,0.048,0.238,2,35.3,-27.9,-10.1,243.9,-84,-38,3,0
0.417,13.051,2.061,0.805,9.725,0.968,-0.173,3.295,1.009,0.21,0.086,0.086,2,33.9,-27.9,-10.4,245.7,-82.4,-36.9,3,0
1.556,11.081,-0.544,0.914,9.738,0.717,0.451,1.599,-1.11,-0.101,-0.553,0.114,2,34.1,-28.1,-9.8,231.9,-83.2,-50.4,3,0
3.797,11.074,1.37,0.996,9.711,0.936,2.828,1.305,0.312,-0.506,-0.6,-0.24,2,33.7,-29.6,-11.5,234.3,-82.2,-48.8,3,0
-0.043,8.454,3.905,0.783,9.714,1.093,-0.546,-0.484,3.923,0.582,-0.256,-0.263,2,34.1,-27.2,-13.5,249.5,-81.7,-35.8,3,0
0.364,5.629,-1.693,0.712,9.741,0.881,-0.382,-4.033,-2.435,0.246,-0.389,-0.191,2,34,-26.4,-13.9,250,-82.7,-36,3,0
0.213,9.388,-0.572,0.409,9.768,0.773,-0.191,-0.25,-1.206,0.012,0.229,-0.211,2,33.5,-25.7,-14.2,257.3,-84.6,-31.9,3,0
0.721,11.392,1.757,0.306,9.769,0.805,0.408,1.652,1.128,-0.007,-0.043,-0.095,3,35.2,-25,-14.2,266.8,-85,-21.7,3,0
0.582,13.379,-0.35,0.149,9.768,0.86,0.581,3.645,-1.351,-0.368,-0.048,-0.139,3,35.4,-24.4,-13.4,273.5,-85.2,-15.1,3,0
-1.724,10.93,3.438,0.109,9.769,0.855,-1.859,1.511,3.084,0.524,0.236,0.261,3,36.2,-23.9,-14.3,283.8,-83.9,-5.1,3,0
0.802,5.619,-1.31,0.556,9.73,1.089,0.318,-4.128,-2.492,-0.503,-0.503,0.469,3,34.7,-25.6,-13.7,264.8,-84,-22.9,3,0
1.501,8.308,-0.553,0.554,9.691,1.397,0.947,-1.383,-1.95,-0.281,0.119,-0.344,3,33.6,-27.1,-15.4,265.8,-81.2,-21.6,3,0
0.101,11.205,3.443,0.486,9.679,1.504,-0.558,1.5,1.659,-0.107,-0.234,0.16,3,35,-25.4,-16.6,272.6,-80.9,-17.3,3,0
0.855,11.351,1.123,0.553,9.712,1.24,0.294,1.61,0.036,0.924,-0.6,-0.279,3,33.5,-25.4,-16.9,267.9,-81.1,-22.6,3,0
2.016,10.856,-0.151,0.528,9.753,0.878,1.564,1.356,-1.438,-0.65,-1.055,0.029,3,32.9,-26.3,-18.2,262.7,-84.6,-32.2,3,0
1.872,10.535,0.357,0.416,9.754,0.926,1.456,0.781,-0.569,-0.035,-0.822,-0.429,3,31.3,-25.9,-22.3,273.9,-84,-26,3,0
-0.041,7.801,1.872,0.466,9.738,1.059,-0.507,-1.612,1.069,-0.087,-0.484,0.153,3,32,-23.9,-23.8,279,-83.5,-22.7,3,0
0.18,7.923,0.297,0.611,9.733,1.032,-0.534,-2.126,-0.567,0.389,-0.132,0.055,3,30.3,-23.8,-26.5,277.1,-83,-30.6,3,0
0.285,10.061,-0.627,0.621,9.772,0.544,-0.475,0.078,-1.006,0.53,0.13,0.043,3,31.6,-25.9,-29,265.5,-84.7,-43.5,3,0
1.35,11.751,-0.498,0.679,9.779,0.287,0.714,2.147,-0.874,-0.206,-0.392,0.15,2,31.4,-27.4,-29.2,242,-85.9,-68,3,0
-0.084,10.844,2.988,0.678,9.761,0.66,-0.808,1.073,2.411,-0.005,1.012,-0.166,2,30.3,-26.9,-29.3,261.6,-84.4,-48.9,3,0
-0.333,9.125,0.395,0.553,9.774,0.576,-0.881,-0.52,-0.174,0.044,0.497,0.116,2,32.5,-26.4,-26.5,262,-85.4,-45.4,3,0
0.776,6.893,-1.185,0.712,9.744,0.843,0.064,-2.851,-2.028,-0.556,0.221,0.283,2,33,-26.5,-26.7,261.3,-84.6,-42.9,3,0
0.728,8.404,0.646,0.686,9.697,1.294,-0.028,-1.173,-0.654,-0.127,0.641,-0.285,3,33.5,-26.3,-26.3,269,-81.7,-34.1,3,0
0.709,11.54,1.463,0.636,9.685,1.405,-0.262,1.784,0.268,-0.204,-0.275,0.343,3,34.4,-25.5,-25.1,278.3,-81.2,-23,3,0
1.839,12.989,1.688,0.86,9.664,1.429,1.08,3.158,0.206,0.328,0.114,-0.065,3,33.4,-25.9,-26.4,271.1,-80.2,-31,3,0
1.489,9.481,3.17,0.848,9.696,1.199,0.105,0.389,2.443,0.309,-0.324,0.236,3,33.4,-26.6,-25.5,268.3,-81.2,-32.6,3,0
3.328,8.593,-0.666,1.151,9.659,1.247,2.177,-1.066,-1.912,-0.445,-0.873,-0.099,3,31.5,-27.3,-27.5,262.4,-80.7,-41.8,3,0
0.625,7.147,0.62,1.202,9.633,1.389,-0.225,-2.853,-0.477,-0.044,-0.347,-0.382,3,31.7,-25.9,-29.8,264.6,-79.1,-42.7,3,0
-0.141,9.321,0.266,0.79,9.691,1.275,-1.013,-0.018,-1.088,0.288,0.029,-0.308,3,30.4,-24.1,-29,277.1,-81.2,-31.8,3,0
0.172,11.538,0.862,0.64,9.754,0.784,-0.467,1.784,0.078,0.408,0.335,0.199,3,31.9,-25,-27.8,271.7,-83.5,-34.6,3,0
1.686,12.884,0.354,0.757,9.752,0.7,1.013,3.067,-0.336,-0.091,0.16,-0.062,3,30.8,-25.6,-24.8,258.8,-84.1,-46.7,3,0
-1.271,11.248,3.857,0.623,9.775,0.484,-1.88,1.416,3.175,0.954,0.304,-0.002,4,32.3,-25.8,-23.2,258.4,-84.7,-43.9,3,0
-0.757,6.017,0.062,0.747,9.765,0.513,-1.504,-3.748,-0.451,-0.295,0.465,0.463,4,30.6,-26.5,-19.3,235.6,-85.4,-63.9,3,0
0.845,6.022,-1.398,0.949,9.718,0.908,-0.252,-4.152,-2.574,-0.692,0.456,0.096,3,31.3,-26.5,-18.7,248.5,-82.6,-48.1,3,0
0.302,11.028,2.172,0.816,9.636,1.63,-0.526,1.536,0.754,-0.222,1.004,-0.014,3,32,-26.5,-18.9,266.3,-79.3,-26.6,3,0
1.14,13.046,3.204,0.824,9.653,1.519,0.414,3.396,1.577,0.358,-0.173,0.156,3,32.5,-25.6,-16.9,263.6,-79.6,-26.4,3,0
2.531,12.362,-1.092,0.955,9.703,1.052,1.622,2.697,-2.148,-0.004,-0.136,0.136,2,32.6,-27.3,-16.5,248.1,-81.7,-42.2,3,0
3.156,9.311,0.838,1.37,9.634,1.216,1.786,-0.323,-0.378,-0.088,-1.008,-0.027,2,31.8,-27.2,-17.8,246.8,-80.1,-44.6,3,0
0.453,7.422,0.639,1.368,9.654,1.045,-0.949,-2.335,-0.552,0.114,-0.446,-0.155,2,30.2,-27.4,-18.6,245.8,-79.2,-49.1,3,0
1.393,7.805,0.251,1.375,9.636,1.194,0.055,-1.821,-0.902,-0.329,-0.688,0.061,2,30.3,-26.9,-20.3,247.2,-79.6,-49.5,3,0
2.138,9.596,0.225,1.48,9.63,1.117,0.67,0.048,-0.844,0.1,-0.163,-0.003,3,28.9,-27.1,-23.3,252.3,-78.9,-50,3,0
2.727,11.37,1.571,1.586,9.628,0.978,1.215,1.915,0.633,-0.035,-0.441,0.02,3,28.7,-27.2,-24,247.4,-79.2,-54.9,3,0
-1.516,11.823,3.558,1.351,9.684,0.747,-2.045,2.371,2.162,0.676,0.558,-0.46,3,27.4,-26.2,-24.4,245.3,-80.6,-60.4,3,0
-0.093,9.477,-1.786,1.197,9.727,0.343,-1.23,-0.385,-2.11,-0.539,-0.493,0.44,3,28.3,-27.3,-21.8,224.2,-83,-78.3,3,0
2.301,6.951,0.711,1.446,9.67,0.76,0.654,-2.791,-0.252,-0.217,0.109,0.221,3,26.6,-27.7,-24.7,241.7,-81,-64.3,3,0
2.387,8.653,0.582,1.633,9.617,1.009,0.77,-0.78,-0.463,-0.205,-0.247,0.084,3,26.1,-26,-26,248.1,-78.9,-58.6,3,0
1.738,10.576,3.077,1.779,9.585,1.064,-0.112,0.761,2.094,-0.141,-0.431,0.177,3,26,-27.1,-26.8,248,-78.3,-59.3,3,0
0.055,12.003,0.601,1.759,9.603,0.922,-1.543,2.169,-0.282,0.633,0.531,-0.36,3,24.4,-27.2,-28.1,250.3,-77.7,-60.9,3,0
2.246,9.182,1.482,1.653,9.625,0.89,0.593,-0.443,0.592,-0.194,0.149,0.205,3,26.1,-27.2,-25.9,245.6,-79.2,-62.5,3,0
4.006,9.67,3.347,1.755,9.568,1.246,3.074,0.101,0.71,-0.186,0.679,-0.423,3,26,-25.9,-26.6,253.3,-77.3,-54.6,3,0
0.012,8.425,1.729,1.473,9.588,1.44,-1.511,-0.83,0.676,-0.083,-0.28,-0.125,3,27.9,-24.8,-24.9,256.2,-77.7,-48.7,3,0
1.532,8.299,-0.175,1.37,9.635,1.21,0.102,-1.149,-1.318,0.684,0.412,-0.203,3,27.8,-25,-24.8,256.4,-79.3,-48.5,3,0
2.548,9.187,0.644,1.489,9.654,0.873,0.728,-0.414,0.214,0.302,-0.279,0.244,3,28.2,-25.7,-24.3,247.5,-80.1,-56.9,3,0
2.466,11.071,-0.019,1.646,9.652,0.543,0.806,1.287,-0.448,0.063,-0.23,-0.085,3,28.2,-26.6,-22.6,235.2,-79.7,-68.4,3,0
